ID_observacion;ID_anuncio;ID_conjunto_anuncios;ID_campania;Fecha_publicacion_anuncio;Fecha_captura_informacion;Gasto;Moneda;Country;Visitas_al_50;Visitas_al_75;Visitas_al100;Fuente;Brand;Objetivo_campania;Formato;Nombre_campania;Impresiones
ID_V_000270;23843968442240500;23843968442200500;23843913410360500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 22 Oct 2019 00:00:00 GMT;0.06;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;95
ID_V_000271;23843968442240500;23843968442200500;23843913410360500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 24 Oct 2019 00:00:00 GMT;0.06;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;41
ID_V_000272;23843968442240500;23843968442200500;23843913410360500;Fri, 20 Sep 2019 00:00:00 GMT;Sat, 26 Oct 2019 00:00:00 GMT;0.11;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;44
ID_V_000273;23843968442240500;23843968442200500;23843913410360500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 30 Sep 2019 00:00:00 GMT;84.17;USD;PE;0;0;0;Facebook;CUSQUENA;Traffic;Imagen;GASTRONOMIA;83564
ID_V_000274;23843968442240500;23843968442200500;23843913410360500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 09 Oct 2019 00:00:00 GMT;34.74;USD;PE;0;0;0;Facebook;CUSQUENA;Traffic;Imagen;GASTRONOMIA;44557
ID_V_000275;23843968442240500;23843968442200500;23843913410360500;Fri, 20 Sep 2019 00:00:00 GMT;Sat, 12 Oct 2019 00:00:00 GMT;35.25;USD;PE;0;0;0;Facebook;CUSQUENA;Traffic;Imagen;GASTRONOMIA;36016
ID_V_000276;23843968442240500;23843968442200500;23843913410360500;Fri, 20 Sep 2019 00:00:00 GMT;Fri, 18 Oct 2019 00:00:00 GMT;61.73;USD;PE;0;0;0;Facebook;CUSQUENA;Traffic;Imagen;GASTRONOMIA;62590
ID_V_000277;23843968348790500;23843913414550500;23843913413720500;Fri, 20 Sep 2019 00:00:00 GMT;Sun, 29 Sep 2019 00:00:00 GMT;670.53;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Carrusel;GASTRONOMIA;671408
ID_V_000278;23843968348790500;23843913414550500;23843913413720500;Fri, 20 Sep 2019 00:00:00 GMT;Fri, 20 Sep 2019 00:00:00 GMT;0.54;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Carrusel;GASTRONOMIA;1034
ID_V_000279;23843968348790500;23843913414550500;23843913413720500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 02 Oct 2019 00:00:00 GMT;0.08;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Carrusel;GASTRONOMIA;29
ID_V_000280;23843968348790500;23843913414550500;23843913413720500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 01 Oct 2019 00:00:00 GMT;255.78;USD;PE;0;0;0;Facebook;CUSQUENA;Traffic;Carrusel;GASTRONOMIA;419421
ID_V_000281;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Sun, 22 Sep 2019 00:00:00 GMT;124.03;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;120152
ID_V_000282;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 24 Sep 2019 00:00:00 GMT;122.71;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;92399
ID_V_000283;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 26 Sep 2019 00:00:00 GMT;45.68;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;28327
ID_V_000284;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Fri, 27 Sep 2019 00:00:00 GMT;231.89;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;144169
ID_V_000285;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Sun, 29 Sep 2019 00:00:00 GMT;380;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;270180
ID_V_000286;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 30 Sep 2019 00:00:00 GMT;407.92;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;331148
ID_V_000287;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Sat, 05 Oct 2019 00:00:00 GMT;157.33;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;139398
ID_V_000288;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 08 Oct 2019 00:00:00 GMT;145.9;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;144310
ID_V_000289;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Sun, 13 Oct 2019 00:00:00 GMT;158.23;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;149307
ID_V_000290;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 14 Oct 2019 00:00:00 GMT;163.55;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;161079
ID_V_000291;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 16 Oct 2019 00:00:00 GMT;178.35;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;138478
ID_V_000292;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 17 Oct 2019 00:00:00 GMT;183.91;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;119309
ID_V_000293;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Sun, 20 Oct 2019 00:00:00 GMT;218.18;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;208471
ID_V_000294;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Fri, 27 Sep 2019 00:00:00 GMT;44.24;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;23251
ID_V_000295;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 01 Oct 2019 00:00:00 GMT;17.76;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;27348
ID_V_000296;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Fri, 04 Oct 2019 00:00:00 GMT;8.58;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;8874
ID_V_000297;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 07 Oct 2019 00:00:00 GMT;21.59;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;26592
ID_V_000298;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 10 Oct 2019 00:00:00 GMT;15.98;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;14414
ID_V_000299;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 14 Oct 2019 00:00:00 GMT;18.18;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;16680
ID_V_000300;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 16 Oct 2019 00:00:00 GMT;30.69;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;26562
ID_V_000301;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 17 Oct 2019 00:00:00 GMT;19.21;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;12846
ID_V_000302;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 22 Oct 2019 00:00:00 GMT;17.39577056;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;12913
ID_V_000303;23843968264020500;23843913498020500;23843913498040500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 24 Oct 2019 00:00:00 GMT;5.21;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;3774
ID_V_000304;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 23 Sep 2019 00:00:00 GMT;143.73;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;108880
ID_V_000305;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 24 Sep 2019 00:00:00 GMT;134.9594265;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;107522
ID_V_000306;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 25 Sep 2019 00:00:00 GMT;146.46;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;106127
ID_V_000307;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 07 Oct 2019 00:00:00 GMT;154.73;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;145672
ID_V_000308;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 10 Oct 2019 00:00:00 GMT;160.23;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;160345
ID_V_000309;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Sat, 12 Oct 2019 00:00:00 GMT;162.47;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;145184
ID_V_000310;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Sun, 13 Oct 2019 00:00:00 GMT;171.17;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;164147
ID_V_000311;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 16 Oct 2019 00:00:00 GMT;200.66;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;180364
ID_V_000312;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Sat, 19 Oct 2019 00:00:00 GMT;203.06;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;180114
ID_V_000313;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Mon, 21 Oct 2019 00:00:00 GMT;223.4;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;210253
ID_V_000314;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 23 Oct 2019 00:00:00 GMT;204.11;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;169967
ID_V_000315;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 24 Oct 2019 00:00:00 GMT;140;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;106856
ID_V_000316;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 25 Sep 2019 00:00:00 GMT;10.21;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;5566
ID_V_000317;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Sat, 28 Sep 2019 00:00:00 GMT;14.48032674;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;6527
ID_V_000318;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Sat, 05 Oct 2019 00:00:00 GMT;3.33;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;2648
ID_V_000319;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 08 Oct 2019 00:00:00 GMT;6;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;6057
ID_V_000320;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Wed, 09 Oct 2019 00:00:00 GMT;5.04;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;4503
ID_V_000321;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Fri, 11 Oct 2019 00:00:00 GMT;4.03;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;2806
ID_V_000322;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Sun, 13 Oct 2019 00:00:00 GMT;4.6;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;4349
ID_V_000323;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Tue, 15 Oct 2019 00:00:00 GMT;5.04;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;3757
ID_V_000324;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Thu, 17 Oct 2019 00:00:00 GMT;7.13;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;5941
ID_V_000325;23843968239670500;23843913428820500;23843913428800500;Fri, 20 Sep 2019 00:00:00 GMT;Fri, 18 Oct 2019 00:00:00 GMT;7.23;USD;PE;0;0;0;FB + IG;CUSQUENA;Conversions;Carrusel;GASTRONOMIA;5710
ID_V_000326;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Tue, 17 Sep 2019 00:00:00 GMT;101.44;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;175076
ID_V_000327;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Thu, 19 Sep 2019 00:00:00 GMT;380.99;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;657319
ID_V_000328;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Fri, 20 Sep 2019 00:00:00 GMT;335.76;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;578706
ID_V_000329;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Sun, 22 Sep 2019 00:00:00 GMT;346.61;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;596112
ID_V_000330;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Mon, 23 Sep 2019 00:00:00 GMT;301.9;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;520291
ID_V_000331;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Wed, 25 Sep 2019 00:00:00 GMT;300.02;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;516410
ID_V_000332;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Thu, 26 Sep 2019 00:00:00 GMT;214.88;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;370558
ID_V_000333;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Fri, 20 Sep 2019 00:00:00 GMT;24.69;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;42680
ID_V_000334;23843956322240500;23843876266050500;23843876054800500;Tue, 17 Sep 2019 00:00:00 GMT;Thu, 26 Sep 2019 00:00:00 GMT;9.31;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;16003
ID_V_000335;23843952480090500;23843952480080500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Tue, 17 Sep 2019 00:00:00 GMT;154.52;USD;PE;194099;191261;189625;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;212566
ID_V_000336;23843952480090500;23843952480080500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Wed, 18 Sep 2019 00:00:00 GMT;155.94;USD;PE;173877;171042;169531;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;191752
ID_V_000337;23843952480090500;23843952480080500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Fri, 20 Sep 2019 00:00:00 GMT;151.15;USD;PE;148499;146014;144575;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;165023
ID_V_000338;23843952480090500;23843952480080500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Sun, 22 Sep 2019 00:00:00 GMT;3.13;USD;PE;3567;3101;1613;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;21511
ID_V_000339;23843952461380500;23843952461390500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Tue, 17 Sep 2019 00:00:00 GMT;323.59;USD;PE;28211;22715;19324;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;453838
ID_V_000340;23843952461380500;23843952461390500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Wed, 18 Sep 2019 00:00:00 GMT;296.26;USD;PE;27508;23002;20041;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;391838
ID_V_000341;23843952461380500;23843952461390500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Thu, 19 Sep 2019 00:00:00 GMT;5.52;USD;PE;505;328;195;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;12922
ID_V_000342;23843952461380500;23843952461390500;23843930722880500;Mon, 16 Sep 2019 00:00:00 GMT;Fri, 20 Sep 2019 00:00:00 GMT;4.43;USD;PE;407;267;156;FB + IG;CUSQUENA;Video Views;Video;GASTRONOMIA;11809
ID_V_000343;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Tue, 17 Sep 2019 00:00:00 GMT;50.9;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;87728
ID_V_000344;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Thu, 19 Sep 2019 00:00:00 GMT;53.85;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;93293
ID_V_000345;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Sat, 21 Sep 2019 00:00:00 GMT;44.49;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;76519
ID_V_000346;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Mon, 23 Sep 2019 00:00:00 GMT;58.55;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;100957
ID_V_000347;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Sun, 29 Sep 2019 00:00:00 GMT;30.06;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;51591
ID_V_000348;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Mon, 23 Sep 2019 00:00:00 GMT;10.25;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;17574
ID_V_000349;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Tue, 24 Sep 2019 00:00:00 GMT;7.07;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;11936
ID_V_000350;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Sat, 28 Sep 2019 00:00:00 GMT;8.81;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;15409
ID_V_000351;23843952459030500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Mon, 30 Sep 2019 00:00:00 GMT;4.81;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;8038
ID_V_000352;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Fri, 20 Sep 2019 00:00:00 GMT;295.04;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;509367
ID_V_000353;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Sun, 22 Sep 2019 00:00:00 GMT;299.85;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;517448
ID_V_000354;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Tue, 24 Sep 2019 00:00:00 GMT;311.47;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;535349
ID_V_000355;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Sat, 28 Sep 2019 00:00:00 GMT;257.9;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;444824
ID_V_000356;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Mon, 16 Sep 2019 00:00:00 GMT;3.21;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;5328
ID_V_000357;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Tue, 17 Sep 2019 00:00:00 GMT;5.71;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;10192
ID_V_000358;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Mon, 23 Sep 2019 00:00:00 GMT;8.22;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;13995
ID_V_000359;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Tue, 24 Sep 2019 00:00:00 GMT;7.75;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;14599
ID_V_000360;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Fri, 27 Sep 2019 00:00:00 GMT;6.93;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;12544
ID_V_000361;23843952457910500;23843876279420500;23843876052640500;Mon, 16 Sep 2019 00:00:00 GMT;Sun, 29 Sep 2019 00:00:00 GMT;6.09;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;10701
ID_V_000362;23843952456400500;23843876266050500;23843876054800500;Mon, 16 Sep 2019 00:00:00 GMT;Mon, 16 Sep 2019 00:00:00 GMT;3.43;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;GASTRONOMIA;5900
ID_V_000363;23843945581410500;23843913414550500;23843913413720500;Sun, 15 Sep 2019 00:00:00 GMT;Tue, 17 Sep 2019 00:00:00 GMT;0.7;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;751
ID_V_000364;23843945581410500;23843913414550500;23843913413720500;Sun, 15 Sep 2019 00:00:00 GMT;Wed, 18 Sep 2019 00:00:00 GMT;0.6;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;883
ID_V_000365;23843945581410500;23843913414550500;23843913413720500;Sun, 15 Sep 2019 00:00:00 GMT;Thu, 19 Sep 2019 00:00:00 GMT;0.15;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;256
ID_V_000366;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Sun, 15 Sep 2019 00:00:00 GMT;417.45;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;643627
ID_V_000367;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Wed, 18 Sep 2019 00:00:00 GMT;530.6;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;700652
ID_V_000368;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Thu, 03 Oct 2019 00:00:00 GMT;339.41;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;567221
ID_V_000369;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Sat, 05 Oct 2019 00:00:00 GMT;345.12;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;469441
ID_V_000370;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Sun, 06 Oct 2019 00:00:00 GMT;324.28;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;449835
ID_V_000371;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Thu, 10 Oct 2019 00:00:00 GMT;333.43;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;507167
ID_V_000372;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Fri, 11 Oct 2019 00:00:00 GMT;351.7;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;466833
ID_V_000373;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Mon, 14 Oct 2019 00:00:00 GMT;371.12;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;606460
ID_V_000374;23843941304310500;23843913414550500;23843913413720500;Thu, 12 Sep 2019 00:00:00 GMT;Wed, 16 Oct 2019 00:00:00 GMT;476.94;USD;PE;0;0;0;FB + IG;CUSQUENA;Traffic;Imagen;GASTRONOMIA;671272
